comment_id,video_id,comment_text,discourse_label,annotation_confidence,pass_a_label,verification_label,verification_status,adjudication_required,final_annotation_source
UgyRR2mFkzGK86yrkkN4AaABAg,QK01ROEqJ1A,Tepuk tangan buat yg esit backsoundnya👏,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugxyo3l5uSxmlKs3gLh4AaABAg.9gWBREzwh4X9ilX67nk5F8,21seK8tKSYI,"@gudangnyabacan Berita/cerita tentang planet adalah kebohongan,!!! Alam Semesta/Alam Raya : Bumi, 7 Langit di atas Bumi, Matahari, Bulan, Bintang-bintang,!!  Malaikat, Jinn, Manusia, dan ada bermacam-macam Tumbuhan Pepohonan dan sangat banyak macam Hewan Binatang, ... ... ... !!!",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzO2og-7T5UzdR8zkR4AaABAg,QK01ROEqJ1A,"Apakah mungkin seluruh alam semesta ini hanya sebagian kecil ciptaan dari sang pencipta kita. apakah mungkin yang kita lihat dan rasakan ini hanya sebagian kecil dari yang bisa kita lihat dan di tangkap akal kita. Min tolong bahas dong, kenapa kita itu memiliki perbedaan dimensi pada mahkluk ciptaan yang lain, dan kenapa kita memerlukan yang namanya dimensi ruang dan waktu. Apakah ada entitas cerdas, atau mahkluk yang tidak bisa di tangkap akal kita, yang menciptakan alam semesta (dalam keyakinan saya yaitu tuhan kita sang pencipta). Apakah mungkin?",Question,Medium,Question,Question,confirmed,False,pass_agreement
UgwXuuMuxwShK1zPBD14AaABAg.90EX3aVvzft90rgCVn96mC,QK01ROEqJ1A,@ffhengkerwibutzymenolaksad4634 nyawa terbentuk karena reaksi kimia dan kesadaran yg ada di otak manusia. Yg jelas bukan tuha elo.   Angka 1 yg nyiptain ya manusia lah blokkk goblok.    Video lu cacat logika. Video goblok kok dikasih ke gua,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugivi-n4aGyEcngCoAEC.8KCkLKWqY2r8xt6HmYoZTI,NVDIHTGVcLc,"Calon sarjana punya jawabannya ,",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgwAr8gm2Irt0_Zu13t4AaABAg.8e7DrMMf20R8eOSi1Hjb_Z,21seK8tKSYI,Field GT ya emang kotak,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgwwbY7UtRGIXbuAtkN4AaABAg,QK01ROEqJ1A,gitu ya,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgyDv_XMBwoh--7o1yZ4AaABAg,NVDIHTGVcLc,"Berfikir realistis,lift ke luar angkasa gimana caranya,lah buminya aja katanya berrotasi(?) LOL",Question,High,Question,Question,confirmed,False,pass_agreement
Ugzpxg7Ex0y1juEtDVh4AaABAg,QK01ROEqJ1A,"chanel yg sangat bermamfaat untuk anak anak, cerdas dalam ide, simple penuh makna dan santun dalam penyampaian,",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugy0fKvfF8WwiRtT6qt4AaABAg,QK01ROEqJ1A,owalah mbot ngukur kecamatan aja belum pernah kejauhan ngukur alam semesta,Praise,Low,Experience,Praise,revised,False,verification_revision
UgzMJ3XzRinx5lGidBR4AaABAg.9-ZybX-Qyaj9016pAt3LB4,QK01ROEqJ1A,"Laginyanyi Budiman  Tunjukkan pertentangannya dgn quran dr hadis yg saya kutip!  Trik sperti itu adalah akal2an ngeles ulama tuk menghindar dr fakta bro. Krn kalau mau konsisten pakai cara tsb maka bnyk hadis yg bertentangan dgn quran tetap kalian pakai!  Misal, quran memerintahkan nikah mutah dan dilarang dihadis! Kenyataannya muslim suni mengikuti hadis bukannya quran, ya kan! Tapi muslim syiah konsisten ttp menjalankan perintah mutah dan tdk mengindahkan hadis yg bertentangan dgn quran tsb.  Kedua, quran memerintahkan solat 3 waktu tapi dihadis 5 waktu. Walau bertentangan tapi kalian ttp melaksanakan sesuai perintah hadis yaitu 5 waktu bukan 3 dr quran, ya kan?  Faham kan mksd gw kl trik itu adalah trik ngeles bro!?",Question,High,Question,Question,confirmed,False,pass_agreement
UgyKbJ3ahcmLI4WEAp54AaABAg.8gho8EhCqMe8jZbtpMMaxY,21seK8tKSYI,Kalo bumi itu datar gua merasa skripsi gua kaga penting :(,Experience,Low,Experience,Experience,confirmed,False,pass_agreement
UgxqyRrEpShjvX2IwsR4AaABAg,qis44fqpuAU,jika ada bakal gw ancurin karna mesin waktu itu bahaya,Experience,Low,Disagreement,Experience,revised,False,verification_revision
UgxTf_x1Bkapq2GjUXR4AaABAg.9J_ZEF6RSJw9JcQI46yypw,T8g_hUpx9VU,"Hal hal terdingin di Alam Semesta   1. Nol mutlak atau nol absolut (Absolute zero) suhunya diperkirakan sekitar -273,15 °C 2. Suhu terdingin buatan manusia di laboratorium pada tahun 2003, suhunya sekitar -273,14 °C 3. Nebula Bumerang suhunya sekitar -272 °C 4. Angkasa Luar suhunya sekitar -270 °C 5. Planet Sedna suhunya sekitar -240 °C",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugyn82np1dH4d78D2xd4AaABAg,qis44fqpuAU,aku pingin kemasa lalu agar bisa memperbaiki semua kesalahan yang pernah ku perbuat,Experience,Medium,Experience,Experience,confirmed,False,pass_agreement
Ugzlb9ql8aoGblaMMQl4AaABAg.9X5KbV2jjTb9ZfHg-tD6Ks,T9ttUfGG7EE,"Kalau gak ada gravitasi, gak ada dong bulannya 👀",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugxj0s-oLQZcgHzBdYB4AaABAg.9KjAJLSyU9e9MnyuNHeGEE,21seK8tKSYI,"@muhammadsholahuddin7848 halo pemuja neraka. BTW nama lo bagus sih, sayang akhlaknya mirip kafir 😂",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugjrzq4t6jBu-HgCoAEC.8FaVVhHcVoH8Faahnd3mn5,NVDIHTGVcLc,+baraka kautsar 217 block.,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyB_lDEWjAzNWcKx2d4AaABAg,5_9wU8yJZ8w,Rasanya terbang pake pesawat kaya apa yah.........,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugw4jokVVm3uRjhYL5x4AaABAg,qis44fqpuAU,"Ke masa lalu, karena kita busa melihat perkembangan masa lalu.",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugj9F79YzIp4n3gCoAEC,NVDIHTGVcLc,kenapa kaca mobil yang di pintu ke 2 cuma bisa diturunin setengah lebih dikit?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugggu6ve2DmvI3gCoAEC,PEbhbW4rgy4,"kabar baiknya, pedagang bakso bakal laris banget.. karna kalo mau cari yang anget2, ya makan bakso laah.. :v",Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UgxsaHG5m04AA_sW8yF4AaABAg,iyJeozHhvJI,Kenapa di Indonesia tidak ada musim salju,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyIGrhOMLY5hwz4n_d4AaABAg,21seK8tKSYI,Ngakak. Dengan penjelasan. Nggak maksut blassss.,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugwnb0CV5dq8VqPqIq54AaABAg.8qKAJnASrGf9_GG3GZeAn4,rloh5wZxFrU,"Bakalan jdi bit, udh gk bisa balik lgi",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgweyTVXRrh2qsl3i454AaABAg,jPyd0Xv5LfY,"1:38 ""..mempertahankan keseimbangan""",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzjkXnmudTI7RRduXV4AaABAg.908GhcApw-OAIhtpxrmUqs,QK01ROEqJ1A,langsung sesak bayangin sebesar apa alam semesta yg allah ciptakan.. kita cuma makhluk yg sangat kecil yang gaada apa apa nya dibanding ciptaan allah alam.semesta,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgiSV9XDbrYWRXgCoAEC.8Av5QlM_Uek8AvDXOGxJkC,6ceW7ugIKMs,"sebenarnya sehari cuman 24,25 jam... klo gk salah. jadinya dipasin mending liat google",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgxgcBwQ7mHl-E_OuvR4AaABAg.8jjqMTVBmyf8nIrYg4dKol,21seK8tKSYI,"Max's 69 ATAU ANDA NABUNG UNTUK KE AMERIKA TERUS KE KANTOR NASA DAN KATAKAN ""KALIAN PEMBOHONG"" DANGAN BAHASA INGGRIS YAITU ""YOU GUYS ARE LIAR"" LALU ANDA JELASKAN SEMUA KEJANGGALAN TERSEBUT LALU DENGARKAN PENJELASANNYA DARI NASA SECARA LANGSUNG.NASA itu bukan orang yang asal hitung hitung aja banyak yang harus dipertimbangkan.DAN KALO GAK ADA SATELIT,ANDA DAPET SINYAL HP DARI MANA!? Kalau Anda menganggap itu dari menara dengan beberapa lampu yang kelap kerlip di ujungnya itu,menara tersebut berfungsi untuk menyebarkan sinyal dari satelit",Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugx719pBq3-iq47igfN4AaABAg.8fDWbLd6R6O9DpYA9QbvjP,H_5TPzquRyo,@analizbar sebenarnya tidak ada buktinya... Cara mereka mengukur umur nya tidak dapat di andalkan,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgxXBcm_rCtumWcfHG94AaABAg,zbSe0xE7tg0,Min nanti pas udah 1.000.000 sub facecam ya,Agreement,Low,Opinion,Agreement,revised,False,verification_revision
UggoRdLWKR1BDXgCoAEC,NVDIHTGVcLc,min mau nanya: kenapa dolar dimulai dari nominal 1 dolar sedangkan rupiah dari 1000??,Question,High,Question,Question,confirmed,False,pass_agreement
UgiFuENomI4TO3gCoAEC.8QpYNPRoUJo8yKjCgrgvTZ,iq0yOkj3d28,@survun2440 kemana engkau pergi? :v,Question,High,Question,Question,confirmed,False,pass_agreement
Ugx_GYLHCPWRKKuZ0_F4AaABAg,NVDIHTGVcLc,Mana lebih kecil kuman atau pasir,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UghV0dX7DPDkWngCoAEC.8HkQxtPMV7i8UQ3tBNYVbR,FjFsx6iQE3Y,"Muhammad Rifqi tolong belajar hukum gravitasi jangan setengah"". Itu pelajaran paling mudah yakni tentang massa jenis. anak smp juga tau kenapa balon udara bisa melayang, laut dibawah, awan melayang, itu karena massa jenis. karna gravitasi, massa jenis yg besar pasti menempati posisi dibawah, yg massa jenis kecil menempati diatas yg lebih besar, ini bukan sekedar gambar dibuku,  ini nyata! Ada disekitar anda, dan Bisa dibuktikan contoh kecil anda bisa liat dilaut, bak mandi, minuman teh, disitu jelas zat mana  berada di bawah dan diatasnya,  karna ini juga muncul Hukum Tekanan di air dan di udara. Ini juga bukan sekedar gambar dibuku,  ini nyata ada disekitar kita",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgymHXG4s9D0NnT-oK14AaABAg,QK01ROEqJ1A,The best video yang pernah saya tonton...terima kasih bang,Praise,High,Praise,Praise,confirmed,False,pass_agreement
UgiACSnVIvyPo3gCoAEC,H_5TPzquRyo,kenapa bumi bisa terbentuk?,Praise,Low,Praise,Praise,confirmed,False,pass_agreement
UgzPjatEpo_REnyg1Od4AaABAg.8e7ZjRnV16u8e7e8zNimbP,21seK8tKSYI,"ape ye ga bela mana2 nih ya, ngikut ilmu dari jaman sd, kalo bumi tu bulat. Tp itu td yg bikin bingung, kok gravitasi lbh menarik yg berat. Kalo emg benda yg bermassa jenis bisa melakukan gaya tarik menarik jg, knp ga ada aksi tarik menarik antar benda yg bermassa jenis? Kayak magnet kan jadinya",Question,High,Question,Question,confirmed,False,pass_agreement
UgyQ9_6iNWKC-OZJ3B54AaABAg.8jSG9lcRrjk8jSHdI-j9Fi,qis44fqpuAU,Kntl duluan,Experience,Medium,Experience,Experience,confirmed,False,pass_agreement
Ugy2ofYJct9ro7KhTd94AaABAg,qis44fqpuAU,"Kalau punya mesin waktu, saya ingin melihat wajah Para Nabi. Terutama Nabi Muhammad, saya ingin melihat secara langsung wajah nabi Muhammad dan menjabat tangannya.",Praise,Low,Question,Praise,revised,False,verification_revision
UgxhRKhrD3mfIMwZt5l4AaABAg.8zIX96TDRfg8zS8Oev8ubZ,FjFsx6iQE3Y,"Yulia Yulia memang iya belum ada bukti, tapi dengan alam semesta yang begitu besar dan jumlah planet miliaran   di luar tata surya kita, apakah anda yakin cuma di bumi doang yg ada kehidupan!",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugx458CJq3v1FMJGQ014AaABAg,impJiSfof9E,min penjelasan tentang agartha donk,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgywTi6GR52nBkHxWap4AaABAg,qis44fqpuAU,"Masa Lalu  karena ingin mempelajari proses awal terciptanya manusia dan perkembangannya hingga sampai sekarang ini ,..",Suggestion,Low,Correction,Suggestion,revised,False,verification_revision
UgyqNnkfWuvA9LsCuJV4AaABAg,zbSe0xE7tg0,Min bagaimana peroses terciptannya bahasa?,Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugz1P0n4JI9aUQOopyx4AaABAg,YxgOhIQJX3Q,Bang maaf aja Aye cuman bisa kasih 🖒🖒🖒🖒  Aye tak pandai komen2 yg bagus  Maaf ya bang  👌👌👌👌👌,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyShx3FOXZLI0ndmeZ4AaABAg,21seK8tKSYI,"semoga dengan hadirnya video-video seperti ini, manusia barbar yang selalu percaya sama yang ga bener makin berkurang.",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgzVe8f39cex0zrZfTZ4AaABAg,21seK8tKSYI,Walopun udah di jelasin dengan tjara yang seksama dan sejelas  jelasnya orang ngeyel tetep pada pendirian.nya min.. gak mau berfikir terbuka 😂,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgioZboUZYMBcHgCoAEC,iq0yOkj3d28,min kenapa manusia gak bisa melihat satelit dari bumi,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgxvXqIR51eY5BnC4Kh4AaABAg,T8g_hUpx9VU,"Kok tau klo big bang itu bisa panas banget, dari mana yah bangh??:D",Question,Medium,Question,Question,confirmed,False,pass_agreement
UgyuYIXG0NhbT2fPJlZ4AaABAg,QK01ROEqJ1A,"Apakah ada mahluk yang hidup selain di bumi? maksud saya di dalam satuan virgo supercluster? mungkin ada ya.. tapi gatau mereka nyebut dirinya manusia atau tidak, setidaknya pasti ada mahluk yg sejenis dengan kita hidup diluar sana.",Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugz-BxbaFkI9ix_gKm94AaABAg,impJiSfof9E,"Siapa yang mau ke black hole kalau kamu kesana kemungkinan ketemu pain, dia mengeluarkan chibaku tensei",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugw_LQ-btJdFlnwSvC94AaABAg.9b-fIAWVCJA9b4Fs2VePBO,Beod6J0genE,Keknya ini pembuat kok bisa suka bakso ya dari tadi video nya ada bakso terus,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgyFnVohOk4m6lOwOht4AaABAg.9P5DDL1W4bm9_Er12uc0C0,FMNRItiR6ZA,Kartu angkasa,Agreement,Low,Agreement,Agreement,confirmed,False,pass_agreement
UgyC7r8NOF8OpTkfl6J4AaABAg.9J_WAuD20yg9JdzV7mYsLf,T8g_hUpx9VU,@marlinasyamsudin6295 bukan,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugynw-KdiLFVD4heRM14AaABAg.8t49cjxMnzF8ztLuxjjY3x,H_5TPzquRyo,"Jika lu mau mikir lebih 'radikal'.   Lu bisa jawab, kita menciptakan tuhan karena ketakutan kita akan ketidaktahuan kita terhadap alam semesta.  Karena kasusnya sama kaya animisme dan dinamisme.",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugg_2shRSAN5ingCoAEC,NVDIHTGVcLc,"Keren banget channelnya kak!!! Keep It UP! BTW, Software editingnya videonya pake apa ya???",Praise,Medium,Praise,Praise,confirmed,False,pass_agreement
Ugi7BpL4L_k_pHgCoAEC.8SQScHFQU_59AXbzq6c1cr,NVDIHTGVcLc,"@chrrive ehh ngakak sih sumpah, lu kira gunung panjangnya selaut? Ehh mikir broo, dikasih otak sama tuhan bukanya buat mikir malah percaya yang asumsi di atas asumsi, belajar lagi sana bukti ilmiah di sekolah lu",Question,Low,Question,Question,confirmed,False,pass_agreement
UgwLxB6UFOX2JzgNrfp4AaABAg,QK01ROEqJ1A,Gue kagak percaya namanya PEKOK  kok bisa diukur itu namanya akalmanusia NGGLANDRAH,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyAtyhwUp37Twmzisl4AaABAg,AxyPASIXz1k,Jadi yg bicara itu namanya kak kobi?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugy9GFuTDSPV7v9y2kN4AaABAg.9uQUd1_N0HkA5iOWJsFQyb,QK01ROEqJ1A,"Dan Allah menciptakan apa yang ada dibumi untuk dijaga dan diambil manfaatnya untuk kebaikan semua orang, Allahuakbar",Correction,Low,Question,Correction,revised,False,verification_revision
UgzPalB2X0COf_2nfP54AaABAg,QK01ROEqJ1A,bagus banget kontennya🙌❤,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgiwnhUSCBpN5ngCoAEC,iyJeozHhvJI,"Saran deh,  mending gausah di kasih teks.  Jadinya gak fokus sama video malah fokus ke tulisan",Suggestion,High,Suggestion,Suggestion,confirmed,False,pass_agreement
Ugyoxkg3mHdzgJ1LicZ4AaABAg,iyJeozHhvJI,Apa yang terjadi jika bintang neutron bertemu dengan belekhol,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UggCzI8xzqJ4XngCoAEC.8893NEFqc_m88A2EDinvbP,FjFsx6iQE3Y,+Kok Bisa? kita yang pertama ciieee :3,Experience,Medium,Question,Experience,revised,False,verification_revision
UghruGXIKJtD13gCoAEC.8OUA70acXzf8y2s3y2kBSN,NVDIHTGVcLc,@iTrixAsia gak lagi udah 200 an,Experience,Low,Opinion,Experience,revised,False,verification_revision
Uggt7d1eGlrmYngCoAEC,FjFsx6iQE3Y,Ini teori nya sama kayak yg udah dibuat In a Nutshell.. Hmm mungkin lain kali bisa bikin versi sendiri yang lebih bagus..,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UghIskGdUAZ-XXgCoAEC,FjFsx6iQE3Y,Min kenapa di luar angkasa gk ada gravitasi?,Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugyq17eVvb1312KLUEJ4AaABAg,qis44fqpuAU,"Masa lalu : Yang saya lakukan membuat hak paten sebanyak"" nya.",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgyhFhQcpJmedYm7FHR4AaABAg,FGdLT8UuBZI,Mitos ibu hamil masuk bawah ranjang ;v,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgwvH5mh0nWp-sKvbl54AaABAg,H_5TPzquRyo,kenapa kalau kita sedang BAB selalu dibarengi dgn BAK?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugzvwfor7T_pmC6aBLp4AaABAg,JRJ1ngbUe6A,animasi pakek apa min?,Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugg_vPL-ap6jZ3gCoAEC.8OvenkTq-Ft8OwA4g8VK_F,JRJ1ngbUe6A,"bang, kenapa sih satelit bisa kuat menahan tekanan dari kecepatan yang 12.000km/jam itu saat mengorbit? apa karena di luarangkasa gaada angin? terimakasih.",Question,Low,Question,Question,confirmed,False,pass_agreement
Ugw0JxDs5J-Uloi7Jg94AaABAg,QK01ROEqJ1A,"Masih yakin kalo bumi cuma satu""nya planet berpenghuni?",Question,High,Question,Question,confirmed,False,pass_agreement
UggY-gJ5Gw4GI3gCoAEC,NVDIHTGVcLc,"Bang kenapa laki-laki pas puber tumbuh ""Jakun""?",Question,Medium,Question,Question,confirmed,False,pass_agreement
Ugjq47IyMaz1dXgCoAEC.8RYORJlyoq88RYy9Pth58w,YljSXjd4lnk,perbedaan potensial listrik antara awan Dan bumi,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgyMk7XpggTAGjuQAt14AaABAg.9b09ofc-oqf9b90bKqWD4c,Beod6J0genE,pembiasan titik air,Experience,Medium,Opinion,Experience,revised,False,verification_revision
UggY4EWBrkQ97XgCoAEC.8GEOnD56Wpk8HlC6LpLyOP,H_5TPzquRyo,"+kurakura ninja terlepas Dr jawaban itu benar apa g, itulah gambaran ilmu yg dipahami dari doktrin, ntah dr mana..",Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgjmyHVLX_X4i3gCoAEC,PEbhbW4rgy4,Kok gak ada bakso?? (nyari di komen ga nemu),Question,High,Question,Question,confirmed,False,pass_agreement
UgxxGym142oCHgettY54AaABAg,Beod6J0genE,Min mengapa kalau kita sholat kita susah sekali khusyu.?,Question,Low,Question,Question,confirmed,False,pass_agreement
UgxOwgY7yNlkWPxdsdJ4AaABAg.8izP9yshD7S8kbAfKQQWVA,FjFsx6iQE3Y,Kalo ada alquran kita nggak boleh menggali ilmu sedalam dalamnya gitu? Kenapa kita harus berpatokan pada 1 hal yang belum tentu benar.. banyak hal bisa terjadi di dunia ini,Question,High,Question,Question,confirmed,False,pass_agreement
Ugwg8dRLOfyyCvK2x2J4AaABAg,qis44fqpuAU,ke masa lalu karena ingin menebus kesalahan yang pernah saya lakukan dan ingin bertemu orng yg kita sayang tetapi sudah tiada 🙂🙂,Experience,Medium,Experience,Experience,confirmed,False,pass_agreement
UgzCgf9tIM7n_WUWSGd4AaABAg.9-0XZ3wBdsu9-Do27PLxYV,QK01ROEqJ1A,Mungkin kuasar,Question,Low,Opinion,Question,revised,False,verification_revision
Ugxz9b3_GTla3Aa9K6N4AaABAg.8xac3HvXw2R97GYdRqMTcR,21seK8tKSYI,@DombaLiarr setuju,Agreement,Medium,Agreement,Agreement,confirmed,False,pass_agreement
Ugx7VWZulJd6J_Pzo6h4AaABAg,21seK8tKSYI,"Loh justru gw yg tadinya percaya bumi itu bulat tpi brdasarkan perhitungan"" yg ada justru itu mengindikasikan klo bumi itu belum tentu bulat yg selama ini kita percaya....",Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UggZN9w0IsLjlXgCoAEC,Tx87wEaDtxo,Sidik jari itu kebentuknya gimana ya?,Question,High,Question,Question,confirmed,False,pass_agreement
Ugy01hqwJD6fytfikAB4AaABAg.8c2q1M0woZA8c3OJqeoLyv,FGdLT8UuBZI,Aku mau bang,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
Ugy8s9v-TcFKI5KUn7B4AaABAg,T9ttUfGG7EE,Bahas zombie dong kak😁,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugxyo3l5uSxmlKs3gLh4AaABAg.9gWBREzwh4X9iq_YrFYwf2,21seK8tKSYI,"@gudangnyabacan  Inilah Kalam Allooh, Hidayah Allooh, yang Haqq, yang setiap Manusia dan Jinn wajib beriman, di sini ada kalimat al-'aalamiiin (seluruh 'alam).!!!  Ketika gue masuk pertama bersama-sama teman sekolah kelas 1 SD, Guru agama kelas 1 SD, Ketika itu gue bersama-sama teman gue sekelas, Guru agama menyuruh maju satu-satu bergantian, masing-masing mendapatkan pertanyaan yang sama,  ""Siapakah yang menciptakan Bumi Langit beserta isinya ?? MAKA ada yang menjawab : ALLOOH.  Dan ada yang menjawab :  Gusti ALLAAH. Nah yang ini, yang begini ini ada hubungannya dengan apa yang sedang kita permasalahkan KARENA adanya Perselisihkan di antara Kita.!!! YANG SEDANG KITA BICARAKAN, YANG SEDANG KITA DIALOGKAN, YANG SEDANG KITA PERDEBATKAN adalah tentang Bumi, Langit, beserta isinya, KARENA adanya Perselisihkan di antara Kita.!!!  ""OK"" Maka pertanyaan-pertanyaan gue, yang ada hubungannya dengan tentang Al-Qur'an suuroh Al-Faatihah mari kita Perhatikan.!!!  Semoga Allooh Subhaanahu wa Ta'aalaa senantiasa mencurahkan Hidayah kepada kita dan Semoga Allooh Subhaanahu wa Ta'aalaa senantiasa menyayangi kepada kita, InsyaaAllooh Aamiiiiin.!!!",Question,High,Question,Question,confirmed,False,pass_agreement
Ugz5lhlOW3vS50Q2o9F4AaABAg,0QCq6GPY8kQ,Kok bisa kenapa munculin bakso mulu sih... Buat jawabannya jadi video dong min,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgxTGz4uW8nrFRJFV2N4AaABAg.8y7SogCQmXx9CXWkr58_gW,NVDIHTGVcLc,Dah mau hancur ni kolom komentar,Suggestion,Low,Suggestion,Suggestion,confirmed,False,pass_agreement
UgymabDf2QG8DSECNL94AaABAg.9PAGQpB6k1u9SVZlf69HkF,FMNRItiR6ZA,@Battle_Park gara gara rebutan warisan yah jadi di usir,Opinion,Medium,Opinion,Opinion,confirmed,False,pass_agreement
UgzaQXXl9KUnND0Lak14AaABAg.8e7C4PmCRpf8j8roM0sxik,21seK8tKSYI,Pluto bukanlah planet,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgydT5B4eJHvIdZzlPh4AaABAg.8rR5xJRJtGc96IGbVewGdi,iq0yOkj3d28,kalau total bintang di seluruh galaksi ada 100-400 Milliar bintang,Experience,Medium,Opinion,Experience,revised,False,verification_revision
Ugw59uJdHjvuyrm1wfh4AaABAg,21seK8tKSYI,"Bumi datar,,, contohnya pesawat vs bumi berputar  apa sampai tuh pesawat ketujuan?? 😄😄😄",Agreement,Low,Question,Agreement,revised,False,verification_revision
UgyEHaeXByB1i2hOIlR4AaABAg.9Ohdrt-CbxT9VKxMe6JQnU,21seK8tKSYI,@gozzy. buktikan bukan teori bos. Mimpi aja lu,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
Ugx-6n-3vCjMMFENYRt4AaABAg,QK01ROEqJ1A,"Aku juga suka berimajinasi kalo ada manusia seperti kita yang tinggal di bumi lain, di galaksi lain saking besarnya semesta ini",Opinion,Low,Opinion,Opinion,confirmed,False,pass_agreement
UgxdMM8L4M8vxdG7AwJ4AaABAg.8zdS49psgqj8zeXaKJTyZm,QK01ROEqJ1A,Hal hal yg tidak bisa dijelaskan dgn logika manusia adalah mukjizat,Opinion,Low,Opinion,Opinion,needs_adjudication,True,adjudicated
Ugwr7JrrVGIRfyzsTap4AaABAg,NVDIHTGVcLc,Kyk tempatnya picolo :v,Praise,Low,Praise,Praise,needs_adjudication,True,adjudicated
UgwHC_oVwicrFrI1k6V4AaABAg.99FRQLbWO0i9A_-VWB9SM1,QK01ROEqJ1A,Kalo dilihat disini semuanya salah,Suggestion,Low,Agreement,Suggestion,revised,False,verification_revision
Ugxjg4xx0Qo0gq9iZzp4AaABAg,t5SaFgSaM_M,"Hallo min, izin save ya,  buat ditayangkan di Duta Tv, nanti sumbernya kami cantumkan. Sebelumnya kami ucapkan terima kasih 🙏.",Praise,Medium,Praise,Praise,confirmed,False,pass_agreement
UghYf9QAwQDzAHgCoAEC,iyJeozHhvJI,apa sih beda nya 2G 3G dan 4G. dan di Indonesia itu puh ga ngaruh. sama saja selalu lemot #kokbisa,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgxTryJdIG9wba8fHIZ4AaABAg,21seK8tKSYI,Pembuktian bumi datar adalah dengan ilmu fisika min.  Bumi datar bertentangan dengan fisika,Opinion,High,Opinion,Opinion,confirmed,False,pass_agreement
UgjUGkYjkVAdbHgCoAEC,uA3cMFjqfaM,bakso mulu? kapan seblaknya?,Question,High,Question,Question,confirmed,False,pass_agreement
UgjriJXThTbyyngCoAEC,NVDIHTGVcLc,kok gw ga punya uang sih?,Question,High,Question,Question,confirmed,False,pass_agreement
